osd_num,sample,organism_type,organism,tissue,organism_tissue,protocol,sequencing_instrument,library_selection,library_layout,strandedness,read_depth,read_length,organism_part,cell_line,cell_type,secondary_organism,strain,animal_source,seed_source,source_accession,has_accession,rrna_contamination,rin,qa score,rin_min,rin_max,gene_detected_gt10,gene_total,gene_detected_gt10_pct,raw_total_sequences_f,raw_avg_sequence_length_f,raw_quality_score_mean_f,raw_quality_score_median_f,raw_percent_duplicates_f,raw_percent_gc_f,raw_gc_min_1pct_f,raw_gc_max_1pct_f,raw_gc_auc_25pct_f,raw_gc_auc_50pct_f,raw_gc_auc_75pct_f,raw_n_content_sum_f,trimmed_total_sequences_f,trimmed_avg_sequence_length_f,trimmed_quality_score_mean_f,trimmed_quality_score_median_f,trimmed_percent_duplicates_f,trimmed_percent_gc_f,trimmed_gc_min_1pct_f,trimmed_gc_max_1pct_f,trimmed_gc_auc_25pct_f,trimmed_gc_auc_50pct_f,trimmed_gc_auc_75pct_f,trimmed_n_content_sum_f,raw_total_sequences_r,raw_avg_sequence_length_r,raw_quality_score_mean_r,raw_quality_score_median_r,raw_percent_duplicates_r,raw_percent_gc_r,raw_gc_min_1pct_r,raw_gc_max_1pct_r,raw_gc_auc_25pct_r,raw_gc_auc_50pct_r,raw_gc_auc_75pct_r,raw_n_content_sum_r,trimmed_total_sequences_r,trimmed_avg_sequence_length_r,trimmed_quality_score_mean_r,trimmed_quality_score_median_r,trimmed_percent_duplicates_r,trimmed_percent_gc_r,trimmed_gc_min_1pct_r,trimmed_gc_max_1pct_r,trimmed_gc_auc_25pct_r,trimmed_gc_auc_50pct_r,trimmed_gc_auc_75pct_r,trimmed_n_content_sum_r,uniquely_mapped_percent,multimapped_percent,total_mapped_percent,multimapped_toomany_percent,unmapped_tooshort_percent,unmapped_other_percent,mean_genebody_cov_5_20,mean_genebody_cov_40_60,mean_genebody_cov_80_95,ratio_genebody_cov_3_to_5,pct_sense,pct_antisense,pct_undetermined,peak_inner_dist,peak_inner_dist_pct_reads,cds_exons_pct,5_utr_exons_pct,3_utr_exons_pct,introns_pct,tss_up_1kb_pct,tss_up_1kb_5kb_pct,tss_up_5kb_10kb_pct,tes_down_1kb_pct,tss_down_1kb_5kb_pct,tss_down_5kb_10kb_pct,other_intergenic_pct,pct_uniquely_aligned,pct_multi_aligned,pct_total_aligned,pct_filtered,pct_unalignable,num_uniquely_aligned
OSD-218,SAMN06465165,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,23631357.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,4.82,,,,,18664.0,32833.0,0.5684524715986964,23631357.0,73.26372878205852,33.43012236130299,33.83997228174458,67.00540844644183,45.0,29.0,61.0,38.0,47.0,54.0,8.822665840288348,23264097.0,71.11588126545381,33.92499319916715,34.3119754743615,63.515509754909,46.0,30.0,61.0,38.0,47.0,54.0,0.0200481671105422,23631357.0,73.2819547772902,32.78975979332769,33.1112992125901,63.41488307595765,45.0,29.0,61.0,39.0,47.0,54.0,10.863398670668152,23264097.0,71.17863427065319,33.402214216881,33.66947129089843,59.65590766573965,46.0,30.0,61.0,39.0,47.0,54.0,0.214015533698798,52.88,34.95,87.83000000000001,0.04,12.1,0.02,0.5901837782012784,1.2318311387479,1.0653298498652617,1.8050815512281628,47.510000000000005,48.370000000000005,4.12,-57.5,4.189487130568943,41.22854405955224,9.099191272841246,16.457612075069648,0.691542183315912,0.0039261232937061,0.032479178299528,0.0221798846220426,1.2388754798496624,0.7291324147873741,0.1060074150742189,30.390509913294423,70.02915820949369,7.575184943588299,77.60434315308198,0.0,22.395656846918016,8851451.0
OSD-218,SAMN06465152,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,32139800.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,5.74,,,,,20087.0,32833.0,0.6117930131270368,32139800.0,74.52626310680216,33.81408148003763,34.22745867563813,69.03897974563515,45.0,30.0,60.0,39.0,46.0,52.0,3.9970310282962265,31854861.0,72.92098006643319,34.07580437806021,34.44943796768756,65.6350927355885,45.0,30.0,60.0,39.0,46.0,52.0,0.0202371796916467,32139800.0,74.52330170069509,33.25818208659423,33.59278355840635,64.85455163538555,45.0,29.0,60.0,40.0,46.0,52.0,6.0834128504045655,31854861.0,72.79229684913709,33.64343628283071,33.927349671309884,60.9769101037291,46.0,30.0,60.0,40.0,46.0,52.0,0.2057514405124969,68.67,23.95,92.62,0.03,7.33,0.02,0.6073264736011922,1.293918934186157,0.9371554062432312,1.5430834106181663,47.61,48.44,3.95,-2.5,2.825296280731175,55.49532002985077,9.754417099939614,15.402254535019388,0.5807336661761547,0.0053645394045078,0.0111675199414695,0.0090927033565992,1.1141807490540456,0.622928675033019,0.0021313896342194,17.00240909259021,81.26024426993214,7.7535346458315155,89.01377891576367,0.0,10.98622108423634,17374135.0
OSD-218,SAMN06465272,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,23274126.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,1.16,,,,,19835.0,32833.0,0.6041178083026224,23274126.0,73.91442595953978,33.888172190963246,34.35132569986611,64.86376827236091,42.0,28.0,56.0,37.0,43.0,48.0,5.9235557143489,23047054.0,72.46763755575876,34.12416057725235,34.54286403749428,60.57465057456397,42.0,28.0,56.0,37.0,43.0,49.0,0.0194785485613756,23274126.0,73.91454854201615,33.362012076741,33.74147826918117,60.95075945982074,42.0,28.0,56.0,37.0,43.0,48.0,7.954975113012391,23047054.0,72.29490224650839,33.74316554124179,34.066010413574524,56.28630551418603,42.0,28.0,56.0,37.0,44.0,49.0,0.2214364275774344,85.12,7.02,92.14,0.02,7.82,0.02,0.6335067544133861,1.3175750034979297,0.8655387994485776,1.36626609490541,47.49,48.17,4.33,-37.5,3.661445066599356,69.2663899624106,6.946747593632452,18.76394823212909,0.6939991143698389,0.0041456219164839,0.0231076928327269,0.0203551341513368,0.300344060510788,0.1820194698769656,0.001407982252337,3.797535135917376,86.73731206962444,3.261228223393115,89.99854029301756,0.0,10.001459706982448,15716866.0
OSD-218,SAMN06465148,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,27774053.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,4.1,,,,,20076.0,32833.0,0.6114579843450187,27774053.0,74.01994620662674,33.79745576133333,34.229129727400135,64.84606201737529,44.0,29.0,57.0,38.0,45.0,51.0,5.263492101562465,27487058.0,72.41569883543012,34.07626713249019,34.46298826000407,61.10155454494216,44.0,29.0,58.0,38.0,45.0,51.0,0.0189467654538743,27774053.0,74.01961208182328,33.28729063428395,33.638037866485675,60.877154482531466,44.0,28.0,57.0,39.0,45.0,51.0,7.227061905498626,27487058.0,72.25957699801849,33.70932214870584,34.01212196186812,56.8925873863173,44.0,29.0,58.0,39.0,45.0,51.0,0.2139542810656188,73.18,19.49,92.67,0.02,7.29,0.02,0.6119193778872449,1.2849186167745317,0.9486230066244148,1.55024181437054,47.7,48.49,3.81,-52.5,3.324517419790216,59.562729924590606,8.271739346009365,16.502318623421314,0.6602060108141713,0.0053508251077551,0.0118446706470005,0.013719483196102,0.9112657534645784,0.4498918704290819,0.0018197662393697,13.609113726080658,83.59565304128537,6.093834561851319,89.6894876031367,0.0,10.310512396863317,16342365.0
OSD-218,SAMN06465270,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,23394219.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,3.45,,,,,19536.0,32833.0,0.5950111168641306,23394219.0,72.8436835613106,33.56509768648219,34.01894190605736,64.31405131224793,44.0,28.0,60.0,38.0,45.0,52.0,11.324686204736384,23039722.0,71.17881118530858,33.950377237724815,34.32600678063163,60.40263455483495,44.0,29.0,60.0,38.0,45.0,52.0,0.0194837128184304,23394219.0,72.86101703160084,32.94730629345498,33.329548853981834,60.31890318189227,44.0,28.0,60.0,38.0,45.0,52.0,13.282585513762372,23039722.0,71.06333383710098,33.49614053586521,33.78983317092138,56.12121016704879,45.0,28.0,60.0,38.0,45.0,52.0,0.2207705574395356,66.46,23.9,90.35999999999999,0.03,9.58,0.01,0.6122264920219985,1.259561018110225,0.9914605979826088,1.619434328475586,47.49,48.370000000000005,4.15,-52.5,4.652250912975565,52.74376375924811,8.057199560902557,17.927304029116133,0.6765197524735586,0.0055530373796119,0.0171245285810838,0.009500088409149,0.896052493541498,0.489432330167143,0.0018496807962307,19.17570073938493,79.05871727677429,5.873838913502251,84.93255619027654,0.0,15.067443809723455,11645908.0
OSD-218,SAMN06465170,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,23206436.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,3.5,,,,,19140.0,32833.0,0.5829500807114794,23206436.0,74.38374815503768,33.53826450675384,33.90704927589404,70.01715379587127,44.0,29.0,60.0,38.0,45.0,52.0,3.5835202666922026,22874705.0,72.55276192632867,33.88058456327999,34.23026796697317,65.80175352094913,45.0,29.0,60.0,38.0,46.0,52.0,0.0184711503059895,23206436.0,74.3784175648514,32.96184472627016,33.26191283166967,66.31176381883259,45.0,28.0,60.0,39.0,46.0,52.0,5.541764548171649,22874705.0,72.42301520391192,33.49322292225155,33.77781951659328,61.5790749270078,45.0,29.0,60.0,39.0,46.0,53.0,0.2144906439767783,64.94,25.63,90.57,0.03,9.35,0.05,0.613437403470451,1.2984907469977591,0.9283414358385594,1.5133433836713828,47.33,48.34,4.33,-37.5,3.119999808039248,52.51203412989543,8.0325977132606,16.742861646398726,0.652141931955019,0.0038056882434155,0.0173793096449309,0.0112559773971919,0.8654819686692387,0.5402204665403284,0.1302209864496961,20.492000181545425,78.92323047158058,5.915268572016318,84.8384990435969,0.0,15.16150095640311,11233568.0
OSD-218,SAMN06465267,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,25329882.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,4.76,,,,,19679.0,32833.0,0.5993664910303658,25329882.0,73.57150183328923,33.670893857426655,34.104457209991274,63.63798363026555,44.0,28.0,58.0,38.0,45.0,51.0,6.647637946614576,25029649.0,71.91387526049606,33.98867610066822,34.37423874304554,59.89133593502012,44.0,29.0,58.0,38.0,45.0,51.0,0.0183148845028841,25329882.0,73.58220843665991,33.095474609807624,33.44576073289511,59.51676684097785,44.0,28.0,58.0,38.0,45.0,51.0,8.556965275971933,25029649.0,71.79843225128727,33.55787653337806,33.85130338298159,55.71001159606339,45.0,28.0,58.0,38.0,45.0,51.0,0.2127355230176512,68.18,22.85,91.03,0.03,8.9,0.04,0.5882033149418094,1.2672469853990285,1.006780128757925,1.7116192703836175,47.53,48.26,4.21,-52.5,3.9188776106064376,54.08758437207917,8.911017715071026,18.10375074823308,0.7325408496657817,0.0052773707975188,0.0172273002660485,0.0343692179408807,0.9746204789236708,0.5148733748922499,0.0051810883010408,16.613557483829535,79.33660729123982,6.990931120765762,86.32753841200558,0.0,13.672461587994423,13027946.0
OSD-218,SAMN06465187,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,28598356.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,3.26,,,,,19921.0,32833.0,0.6067371242347638,28598356.0,73.67742058319716,33.607259905765225,34.037465857030114,64.02525605071466,45.0,29.0,60.0,39.0,46.0,52.0,7.318448339572133,28256536.0,71.95709849218602,33.95241438983197,34.332144461436826,60.68648712239763,45.0,30.0,60.0,39.0,46.0,53.0,0.0177131175410393,28598356.0,73.69079491842119,32.98877971912057,33.325847176582194,60.0728306810684,45.0,29.0,60.0,39.0,46.0,52.0,9.141948259132858,28256536.0,71.90368331065068,33.453112620783884,33.720799452108544,56.368846183666015,45.0,29.0,60.0,39.0,46.0,53.0,0.2307434508443743,65.09,26.51,91.60000000000001,0.02,8.33,0.05,0.6134014180041335,1.2860464633037123,0.9483310314790772,1.546020279126069,47.49,48.46,4.05,-52.5,3.4775263909179803,53.05388735467928,7.897301891906131,15.87581450388532,0.617595585062678,0.0049151183412301,0.0175334913793291,0.012594184463585,0.7786882661821685,0.3902149217735856,0.0015674196285024,21.349887262698196,81.21439495494961,5.54314527402134,86.75754022897095,0.0,13.24245977102905,14562489.0
OSD-218,SAMN06465163,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,24226428.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,4.2,,,,,18809.0,32833.0,0.572868760088935,24226428.0,74.11553717287583,33.39868760718477,33.762976916652335,67.66378956215911,45.0,30.0,61.0,39.0,47.0,54.0,5.74363790727651,23853531.0,71.93906218748076,33.86181663318688,34.21306174603011,63.83472719978675,46.0,30.0,61.0,39.0,47.0,54.0,0.0194283442268302,24226428.0,74.11770934617353,32.736392553546835,32.99351997240623,63.97559989913881,46.0,29.0,61.0,39.0,47.0,54.0,7.783818539023369,23853531.0,71.88974118758351,33.35568746460061,33.65375285764024,59.98841464714391,46.0,30.0,61.0,40.0,47.0,55.0,0.2118262577830645,53.78,34.65,88.43,0.04,11.52,0.02,0.6063035421262138,1.277286816515648,0.9706153334641946,1.600873598825425,47.4,48.41,4.19,-37.5,3.306620876016661,42.67712659260272,9.691097104318898,15.010907031657752,0.658686018564339,0.0039895281353263,0.0337468315087957,0.0166465797407184,1.071557410304762,0.6216460852780046,0.0025469306799088,30.21204988720877,71.71823620140445,6.849963797307444,78.56819999871189,0.0,21.431800001288103,9242446.0
OSD-218,SAMN06465181,Plants,Arabidopsis thaliana,root,Arabidopsis thaliana-root,SMART-Seq v4 Ultra Low Input RNA Kit for Sequencing,Illumina NextSeq 500,poly-A enrichment,PAIRED,Stranded,21190865.0,75,root,Not Applicable,Not Applicable,,,Not Available,Not Available,GSE95373,True,4.41,,,,,18917.0,32833.0,0.5761581335851126,21190865.0,72.98105881944885,33.54391458140695,34.00235390373385,64.274932121386,45.0,29.0,61.0,38.0,46.0,53.0,9.889564045091795,20875756.0,71.10818013009924,33.97378669323228,34.370282241964915,60.71415789106631,45.0,30.0,61.0,38.0,46.0,53.0,0.0193394014426404,21190865.0,73.00405604018523,32.91804348430387,33.28130824108993,60.49455157953844,45.0,28.0,60.0,39.0,46.0,53.0,11.918390729734307,20875756.0,71.0915126618648,33.48105239759445,33.76533217505692,56.6198572372673,45.0,29.0,61.0,39.0,46.0,53.0,0.2130459634904191,60.64,29.34,89.98,0.03,9.94,0.05,0.6319963197682097,1.2605752912143775,0.9685272265844131,1.5324887128134372,47.760000000000005,48.78,3.46,-52.5,4.651091387822359,48.627261589577806,8.623398735802704,16.1489414520444,0.6439504836777693,0.0048004876235139,0.0118787920229957,0.0159626883728078,0.9753458681695346,0.5256769816348887,0.0014938344733912,24.42128908660019,77.08533079141826,6.766365766954382,83.85169655837264,0.0,16.148303441627363,9979174.0
